,x,y
0,0.0,0.0
1,0.1,0.09983341664682815
2,0.2,0.19866933079506122
3,0.30000000000000004,0.2955202066613396
4,0.4,0.3894183423086505
5,0.5,0.479425538604203
6,0.6,0.5646424733950354
7,0.7,0.644217687237691
8,0.7999999999999999,0.7173560908995227
9,0.8999999999999999,0.7833269096274833
10,0.9999999999999999,0.8414709848078964
11,1.0999999999999999,0.8912073600614353
12,1.2,0.9320390859672263
13,1.3,0.963558185417193
14,1.4000000000000001,0.9854497299884603
15,1.5000000000000002,0.9974949866040544
16,1.6000000000000003,0.9995736030415051
17,1.7000000000000004,0.9916648104524686
18,1.8000000000000005,0.973847630878195
19,1.9000000000000006,0.9463000876874142
20,2.0000000000000004,0.9092974268256815
21,2.1000000000000005,0.8632093666488735
22,2.2000000000000006,0.8084964038195899
23,2.3000000000000007,0.7457052121767197
24,2.400000000000001,0.6754631805511503
25,2.500000000000001,0.5984721441039558
26,2.600000000000001,0.5155013718214634
27,2.700000000000001,0.42737988023382895
28,2.800000000000001,0.33498815015590383
29,2.9000000000000012,0.23924932921398112
30,3.0000000000000013,0.1411200080598659
31,3.1000000000000014,0.04158066243328916
32,3.2000000000000015,-0.05837414342758142
33,3.3000000000000016,-0.15774569414324996
34,3.4000000000000017,-0.25554110202683294
35,3.5000000000000018,-0.3507832276896215
36,3.600000000000002,-0.44252044329485407
37,3.700000000000002,-0.5298361409084948
38,3.800000000000002,-0.6118578909427207
39,3.900000000000002,-0.6877661591839753
40,4.000000000000002,-0.7568024953079294
41,4.100000000000001,-0.8182771110644114
42,4.200000000000001,-0.8715757724135886
43,4.300000000000001,-0.9161659367494552
44,4.4,-0.9516020738895161
45,4.5,-0.977530117665097
46,4.6,-0.9936910036334644
47,4.699999999999999,-0.9999232575641008
48,4.799999999999999,-0.9961646088358408
49,4.899999999999999,-0.9824526126243328
50,4.999999999999998,-0.958924274663139
51,5.099999999999998,-0.9258146823277331
52,5.1999999999999975,-0.8834546557201545
53,5.299999999999997,-0.8322674422239027
54,5.399999999999997,-0.7727644875559894
55,5.4999999999999964,-0.7055403255703945
56,5.599999999999996,-0.6312666378723244
57,5.699999999999996,-0.5506855425976414
58,5.799999999999995,-0.4646021794137613
59,5.899999999999995,-0.37387666483024096
60,5.999999999999995,-0.27941549819893097
61,6.099999999999994,-0.18216250427210112
62,6.199999999999994,-0.0830894028175026
63,6.299999999999994,0.016813900484343496
64,6.399999999999993,0.11654920485048659
65,6.499999999999993,0.21511998808780858
66,6.5999999999999925,0.3115413635133711
67,6.699999999999992,0.40484992061659103
68,6.799999999999992,0.4941133511386012
69,6.8999999999999915,0.5784397643881929
70,6.999999999999991,0.6569865987187824
71,7.099999999999991,0.7289690401258698
72,7.19999999999999,0.7936678638491472
73,7.29999999999999,0.8504366206285593
74,7.39999999999999,0.8987080958116223
75,7.499999999999989,0.9379999767747351
76,7.599999999999989,0.9679196720314837
77,7.699999999999989,0.9881682338769986
78,7.799999999999988,0.9985433453746043
79,7.899999999999988,0.9989413418397726
80,7.999999999999988,0.9893582466233836
81,8.099999999999987,0.9698898108450894
82,8.199999999999987,0.9407305566797773
83,8.299999999999986,0.9021718337562995
84,8.399999999999986,0.8545989080882879
85,8.499999999999986,0.7984871126234988
86,8.599999999999985,0.734397097874123
87,8.699999999999985,0.662969230082194
88,8.799999999999985,0.5849171928917747
89,8.899999999999984,0.5010208564578985
90,8.999999999999984,0.41211848524177114
91,9.099999999999984,0.3190983623493673
92,9.199999999999983,0.22288991410026324
93,9.299999999999983,0.12445442350707933
94,9.399999999999983,0.024775425453375525
95,9.499999999999982,-0.07515112046179159
96,9.599999999999982,-0.17432678122296213
97,9.699999999999982,-0.27176062641092535
98,9.799999999999981,-0.36647912925191023
99,9.89999999999998,-0.457535893775304
